"","X","user_name","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"5031",5031,"adelmo",122,-44.5,173,18,0.06,0.11,-0.21,53,43,-159,169,600,-322,32.9,33.6,-4.79,12,1.93,-1.22,0.64,-97,-17,56,311,261,522,49.25834668,-27.83769531,-99.20838045,16,0.02,-0.02,0.02,-43,74,-131,-549,293,17,0,0,0,49,0.83,2.7,1.15,-285,382,30,-695,529,735,"A"
"5034",5034,"adelmo",122,-44.5,173,18,0.16,0.11,-0.16,53,42,-158,175,604,-317,36.5,48.8,-4.9,16,1.35,-1.25,1.03,-149,-8,43,132,315,560,57.25212553,-30.18671676,-90.46396054,15,0.21,0.26,-0.13,-45,82,-119,-546,294,34,0,0,0,48,0.22,2.62,0.71,-189,423,52,-624,701,822,"A"
"5035",5035,"adelmo",122,-44.6,173,17,0.18,0.11,-0.15,49,43,-157,175,602,-316,37.2,50.9,-5.16,16,1.38,-1.25,1.08,-156,-7,35,104,318,560,54.88158471,-33.83981265,-90.41559707,15,0.29,0.34,-0.08,-49,77,-116,-543,295,26,0,0,0,47,0.34,2.49,0.82,-173,425,53,-612,713,817,"A"
"5037",5037,"adelmo",122,-44.7,174,17,0.18,0.11,-0.13,49,44,-158,175,608,-320,39.4,58.3,-5.65,19,1.35,-1.12,0.87,-184,-8,29,22,343,580,55.60973468,-27.01108039,-93.78961776,18,0.05,0.08,-0.03,-46,91,-139,-538,304,36,0,0,0,50,0.66,2.12,1.23,-175,459,25,-544,769,820,"A"
"5038",5038,"adelmo",122,-44.8,174,17,0.16,0.11,-0.15,48,44,-158,175,602,-317,41.3,63.5,-5.47,22,1.25,-1.06,0.94,-213,-7,14,-46,355,557,41.50745266,-36.06161974,-100.5298048,16,0.19,-0.08,-0.21,-56,64,-134,-541,308,37,0,0,0,51,0.42,2.22,1,-149,477,20,-498,804,810,"A"
"5043",5043,"adelmo",122,-44.9,174,17,0.08,0.11,-0.2,45,45,-158,177,606,-312,42.2,75.7,-9.16,25,0.67,-0.88,0.79,-240,-18,-5,-174,362,547,55.56499617,-28.89739648,-92.78589949,17,0.03,0.06,-0.08,-47,87,-132,-545,286,32,0,0,0,45,0.59,1.75,0.8,-86,431,15,-374,843,804,"A"
"5044",5044,"adelmo",122,-44.7,174,17,0.05,0.13,-0.2,49,43,-158,174,602,-312,39.4,79.6,-15.2,26,0.61,-0.8,1.05,-255,-21,-13,-214,371,542,48.57029171,-34.94084604,-95.34139021,16,0.11,-0.03,-0.05,-55,75,-131,-547,290,48,0,0,0,44,0.64,1.67,0.74,-55,430,11,-308,834,785,"A"
"5045",5045,"charles",119,16.5,0.72,18,0.14,0.11,-0.21,-26,61,-160,23,597,-333,-37.8,-37.4,-3.22,18,-0.79,0.05,0.31,126,-79,-93,721,0,47,-55.36743233,-26.60350764,94.23602795,5,-0.06,0.27,0.05,-13,-26,40,-532,324,-155,32.1,13.2,-63.2,16,-0.63,1.25,-0.05,-116,97,16,-252,769,582,"A"
"5046",5046,"charles",119,16.5,0.74,18,0.13,0.11,-0.2,-25,63,-162,25,612,-317,-42.4,-39.4,1.02,19,-0.79,0.05,0.21,136,-88,-99,726,-12,31,-45.05115288,-23.01055868,105.693331,5,-0.06,0.22,-0.07,-11,-21,42,-528,318,-160,32.4,10.2,-62.1,12,-0.53,1.53,-0.16,-71,97,20,-220,759,588,"A"
"5047",5047,"charles",119,16.5,0.86,18,0.13,0.11,-0.2,-26,60,-160,23,604,-337,-46.8,-40.8,5.01,21,-0.75,0.02,0.28,132,-106,-119,727,-18,-8,-36.81028033,-24.99898317,111.8886919,5,-0.02,0.19,-0.1,-11,-16,40,-533,323,-152,32.6,7.5,-61.5,10,-0.5,1.25,-0.02,-60,78,21,-181,762,589,"A"
"5048",5048,"charles",119,16.5,0.77,18,0.1,0.14,-0.16,-30,62,-160,21,599,-341,-51,-41.7,8.95,23,-0.69,-0.03,0.38,137,-113,-131,723,-34,-30,-27.60465951,-18.98293066,123.2906716,5,-0.02,0.19,-0.2,-9,-13,45,-529,327,-158,33.1,5.46,-61.5,10,-0.51,1.09,0.21,-55,83,12,-146,749,583,"A"
"5052",5052,"charles",119,16.4,0.38,18,0.1,0.16,-0.11,-17,63,-163,19,598,-335,-56.9,-43,14.9,26,-0.29,-0.31,0.72,148,-118,-171,717,-54,-83,-23.33976958,-10.53239039,131.3924367,5,0.05,0.26,-0.05,-5,-11,46,-527,324,-155,34.1,2.07,-62,10,-0.31,0.83,0.05,-26,91,9,-97,720,548,"A"
"5053",5053,"charles",119,16.4,0.21,18,0.08,0.14,-0.15,-23,67,-158,24,599,-330,-57.4,-43,15.7,26,0.08,-0.45,0.85,151,-110,-170,721,-48,-79,-44.32063121,-20.45574719,107.6382068,5,0.1,0.26,-0.1,-9,-19,39,-528,338,-159,34,0.89,-62.5,10,-0.37,0.93,-0.13,-58,75,9,-78,720,540,"A"
"5054",5054,"charles",119,16.4,0,17,0.14,0.13,-0.16,-21,60,-158,20,596,-317,-56.5,-41.7,13.6,25,0.61,-0.53,0.71,150,-126,-152,721,-47,-63,-63.2563935,-30.00911398,84.86484169,4,0.21,0.18,-0.23,-13,-26,33,-513,334,-167,32.2,-0.41,-64.2,4,0.03,0.71,0.36,-32,27,6,-40,690,527,"A"
"5055",5055,"charles",119,16.2,0.26,18,0.19,0.13,-0.15,-24,64,-161,24,598,-337,-54.4,-41.1,10.8,24,0.8,-0.79,1,141,-122,-147,724,-46,-53,-40.00782551,-40.00782551,98.74467744,4,0.26,0.31,-0.21,-14,-14,30,-515,345,-173,33.4,0.74,-64.1,7,0.43,0.42,1,-5,69,-20,-14,675,493,"A"
"5056",5056,"charles",119,16.1,0.31,18,0.18,0.11,-0.16,-27,62,-160,36,597,-333,-53.5,-40.9,9.71,24,0.88,-0.85,1.03,136,-121,-152,723,-40,-47,-52.11194434,-17.66292015,101.4611957,3,0.26,0.31,-0.18,-6,-17,29,-512,346,-176,34.4,1.16,-64.3,11,0.42,0.16,0.89,-40,93,-27,-11,671,471,"A"
"5058",5058,"charles",119,16.1,0.39,18,0.16,0.13,-0.13,-25,63,-159,29,603,-325,-51.7,-40.8,7.28,23,1.01,-0.98,1.08,138,-114,-140,733,-27,-16,-60.52955122,-15.03034691,94.17452713,3,0.26,0.27,-0.18,-5,-19,27,-513,341,-178,36,2.6,-65.1,14,0.13,0,0.23,-39,126,-32,-13,670,461,"A"
"5059",5059,"charles",119,16.1,0.51,18,0.16,0.11,-0.15,-25,66,-161,35,600,-322,-50.6,-40.8,5.77,22,1.14,-1.01,1.05,141,-103,-124,728,-20,1,-57.07881998,-15.95869629,97.2567224,3,0.24,0.26,-0.18,-5,-17,26,-509,341,-179,36.3,3.14,-65.7,13,0.06,-0.21,-0.11,-37,117,-23,-16,674,458,"A"
"5060",5060,"charles",120,16.1,0.71,18,0.16,0.1,-0.16,-24,62,-161,28,603,-335,-48.2,-40.6,1.16,20,1.32,-1.03,0.9,120,-92,-120,733,3,35,-62.90148024,-19.73955598,90.18322525,3,0.24,0.19,-0.2,-5,-15,20,-506,347,-174,35.8,5.27,-68.5,10,0.1,-0.53,-0.18,-40,88,14,-44,686,479,"A"
"5063",5063,"charles",120,16,1.22,18,0.16,0.11,-0.16,-25,62,-162,21,597,-347,-42.5,-39.1,-9.6,14,1.61,-1.14,1,98,-70,-69,710,56,129,29.84989316,-37.64348721,108.0636325,1,0.21,0.21,-0.15,-5,4,12,-499,361,-198,35.9,13.8,-75.3,15,0.61,-1.51,0.08,-55,140,11,-131,723,477,"A"
"5065",5065,"charles",120,16,1.25,18,0.14,0.11,-0.16,-26,62,-163,35,595,-332,-38.4,-37.1,-16.1,11,1.7,-1.17,0.9,89,-55,-36,687,88,184,72,-19.9,81.1,2,0.19,0.29,0.02,-3,10,11,-499,357,-203,33.9,19.9,-80.1,16,0.59,-1.99,-0.34,-69,137,1,-202,738,497,"A"
"5066",5066,"charles",119,17.1,-0.52,18,0.18,0.11,-0.15,-26,62,-160,21,596,-335,-48.7,-2.95,-80.5,19,-1.75,0.59,0.15,-171,-33,53,159,213,601,97.83217097,54.50675432,20.89065412,1,-0.13,0.19,0.02,5,8,2,-463,393,-214,16.8,3.25,-74.6,13,0,1.11,0.43,-71,101,14,-193,757,581,"A"
"5067",5067,"charles",119,17,-0.44,18,0.16,0.11,-0.15,-27,65,-161,16,595,-337,-49.7,-4.16,-75,16,-1.88,0.42,0.57,-147,-45,42,227,192,589,110.9628588,40.93519194,20.0344996,1,-0.16,0.14,-0.02,4,9,2,-466,393,-209,18,2.97,-73.7,13,0.1,1.01,0.34,-82,102,4,-164,747,557,"A"
"5070",5070,"charles",119,17.2,-0.47,18,0.08,0.11,-0.16,-23,61,-161,23,597,-338,-47.9,-10,-54.3,6,-2.02,0.24,1.25,-35,-48,22,471,153,453,82.90778614,-16.45884779,71.46929526,1,-0.22,0.08,-0.11,-2,9,8,-474,396,-195,20.2,0.86,-71.6,10,-0.69,1,0.1,-56,83,-3,-91,721,535,"A"
"5072",5072,"charles",119,17.3,-0.66,18,0.06,0.11,-0.16,-24,63,-162,24,591,-336,-45.1,-12.7,-41.1,5,-1.91,0.18,0.87,10,-47,18,601,109,331,91.269482,6.08956914,65.4270584,2,-0.22,0.05,-0.07,1,13,10,-478,387,-184,22.2,0.3,-74.5,12,0.02,-0.11,-0.15,-61,105,8,-73,706,521,"A"
"5073",5073,"charles",119,17.3,-0.71,18,0.08,0.11,-0.16,-23,63,-161,16,604,-338,-44.9,-13.5,-38.6,4,-1.8,0.16,0.79,18,-34,18,627,99,297,97.37090693,-11.04882324,58.39430073,2,-0.21,0.08,-0.03,-2,15,10,-484,378,-186,22.2,0.65,-75.4,13,0,-0.29,-0.1,-72,100,12,-78,715,531,"A"
"5074",5074,"charles",119,17.3,-0.75,18,0.08,0.11,-0.16,-24,66,-165,22,594,-342,-44.7,-14.4,-36.2,5,-1.75,0.18,0.61,29,-32,12,640,93,284,89.22706925,-7.792874591,67.23153665,1,-0.21,0.1,0,-1,10,8,-478,385,-174,22.3,1,-76.4,13,0.02,-0.4,-0.03,-73,104,11,-86,712,522,"A"
"5077",5077,"charles",119,17.4,-0.82,18,0.06,0.11,-0.18,-24,63,-162,24,594,-339,-45.8,-19.7,-25.3,10,-2.04,0.32,0.33,76,-54,-43,700,30,156,57.01806502,-6.001202956,99.66646336,2,-0.27,0.11,0.11,-1,9,14,-485,379,-176,22.7,4.16,-81.8,14,0.43,-1.28,0.18,-47,125,11,-143,735,523,"A"
"5079",5079,"charles",119,17.5,-0.94,18,0.08,0.11,-0.18,-25,63,-161,21,606,-324,-52.7,-26.9,-11.4,21,-2.1,0.31,0.72,103,-97,-150,731,-14,29,36.24795658,-8.876496194,119.6619015,2,-0.31,0.1,0.18,-2,8,21,-490,376,-173,22.5,9.14,-89.9,18,0.39,-1.85,-0.11,-65,161,2,-214,745,517,"A"
"5080",5080,"charles",119,17.5,-0.91,18,0.08,0.11,-0.2,-23,64,-163,17,599,-329,-57.8,-29.8,-3.64,23,-1.64,0.16,0.95,104,-106,-174,727,-22,-16,57.58049005,4.18976477,99.3072385,2,-0.32,0.13,0.25,1,13,20,-489,375,-176,20.8,11.8,-94.9,17,0.29,-1.94,-0.43,-116,120,2,-266,761,534,"A"
"5082",5082,"charles",119,17.5,-0.92,18,0.08,0.13,-0.2,-24,63,-161,23,596,-327,-63.1,-31.5,3.76,26,-0.59,-0.11,0.79,114,-116,-194,730,-49,-81,42.45966025,-15.03671779,111.7040417,3,-0.29,0.18,0.28,-4,11,24,-494,369,-179,17.2,14.8,-101,18,0.22,-1.67,-0.79,-126,119,3,-330,760,570,"A"
"5083",5083,"charles",119,17.5,-0.93,18,0.1,0.13,-0.2,-24,60,-162,17,605,-330,-64.3,-31.6,5.07,27,-0.27,-0.19,0.61,119,-123,-196,722,-59,-85,52.66140618,15.52721031,101.7066646,3,-0.29,0.18,0.31,4,13,22,-500,370,-167,15.5,15.7,-104,17,0.19,-1.72,-0.87,-126,108,8,-358,765,586,"A"
"5084",5084,"charles",119,17.5,-0.95,18,0.08,0.13,-0.18,-22,61,-160,22,604,-328,-65.1,-31.5,5.74,27,0,-0.29,0.52,125,-127,-193,718,-60,-88,16.50080914,-4.10766285,140.066107,2,-0.27,0.14,0.31,-1,4,24,-491,372,-173,13.7,16.5,-106,17,0.14,-1.75,-0.87,-137,95,8,-393,765,605,"A"
"5085",5085,"charles",119,17.5,-0.95,18,0.1,0.13,-0.16,-21,64,-160,19,602,-333,-65.6,-31.3,5.81,26,0.34,-0.37,0.39,134,-115,-179,724,-67,-87,17.57238643,-28.34956227,123.465015,3,-0.24,0.13,0.28,-8,5,27,-494,372,-172,12.4,17.1,-108,19,0.1,-1.54,-0.79,-155,95,8,-407,756,622,"A"
"5086",5086,"charles",119,17.5,-1.01,18,0.08,0.13,-0.18,-24,65,-164,19,593,-338,-66.2,-30.9,5.13,26,0.67,-0.53,0.41,138,-123,-178,729,-66,-77,14.45070227,-24.23737626,128.7111958,2,-0.19,0.16,0.21,-5,3,20,-488,362,-160,10.1,18,-111,17,0.08,-1.49,-0.41,-137,98,17,-441,751,638,"A"
"5087",5087,"charles",118,17.5,-1.13,18,0.1,0.13,-0.2,-23,60,-160,20,606,-335,-65.8,-30.4,3.55,25,0.88,-0.67,0.64,147,-116,-153,723,-53,-68,17.07352115,0,140.0061115,3,-0.19,0.13,0.23,0,5,29,-497,367,-169,8.08,19.4,-116,20,0.29,-1.72,-0.21,-156,120,14,-488,730,631,"A"
"5089",5089,"charles",118,17.4,-1.18,17,0.13,0.13,-0.15,-21,60,-159,26,603,-331,-64.8,-30.2,1.62,24,0.96,-0.77,0.84,142,-116,-155,732,-46,-46,25.75954561,-33.37025162,114.2905926,3,-0.18,0.21,0.21,-9,7,25,-494,369,-178,6.04,20.7,-120,24,0.29,-1.64,-0.26,-205,107,19,-515,713,635,"A"
"5090",5090,"charles",119,17.4,-1.17,18,0.13,0.13,-0.15,-22,64,-160,17,598,-334,-64.1,-30.2,0.5,23,1.01,-0.82,0.89,146,-113,-132,731,-45,-33,26.38430679,-19.68635308,123.8736859,3,-0.16,0.26,0.26,-6,8,29,-499,374,-182,5,21.2,-122,26,0.22,-1.56,-0.3,-233,108,23,-536,700,633,"A"
"5091",5091,"charles",119,17.4,-1.21,18,0.11,0.13,-0.18,-23,68,-163,20,601,-323,-63.3,-30.1,-0.8,23,1.16,-0.87,0.89,143,-106,-136,734,-33,-13,33.83853107,12.10094412,120.9773567,3,-0.19,0.24,0.36,4,11,31,-492,372,-173,3.83,21.6,-123,28,0.19,-1.48,-0.38,-237,128,26,-549,693,638,"A"
"5093",5093,"charles",118,17.3,-1.1,18,0.1,0.13,-0.2,-27,64,-161,23,603,-338,-60.8,-31.1,-6.02,19,1.3,-0.96,0.9,137,-84,-87,739,-2,53,-17.4012708,-17.4012708,132.343026,3,-0.18,0.16,0.26,-5,-5,28,-498,369,-177,-3,22.7,-131,29,0.14,-1.49,-0.84,-274,80,32,-611,639,654,"A"
"5094",5094,"charles",118,17.3,-1.18,18,0.08,0.13,-0.21,-25,62,-160,25,604,-324,-59.8,-31.3,-7.79,18,1.45,-0.98,0.87,121,-89,-101,728,5,58,0,-13.70661743,143.3730152,3,-0.16,0.14,0.26,-4,0,29,-492,367,-178,-4.84,22.8,-133,31,0.18,-1.48,-0.94,-298,57,32,-626,612,656,"A"
"5097",5097,"charles",115,20.7,-10.1,18,0.14,0.11,-0.15,-26,63,-159,10,599,-322,-122,-45.3,-51.6,21,0.11,-0.55,0.95,-179,-82,42,19,160,658,-113.4842055,-38.73054101,18.99882879,3,0.43,0.56,0.16,-10,-24,5,-515,339,-197,24.3,8.21,-75.3,6,0.14,0.05,0.1,-41,46,-15,-4,657,433,"A"
"5098",5098,"charles",115,20.7,-10.1,18,0.14,0.11,-0.16,-26,64,-163,13,610,-324,-122,-45.2,-51.5,21,0.1,-0.53,0.95,-181,-82,41,22,162,656,-128.4281838,-26.78062049,9.939475816,3,0.39,0.61,0.11,-8,-29,3,-503,343,-207,24.1,8.66,-75,6,0.1,0.22,-0.13,-45,36,-14,-4,656,447,"A"
"5099",5099,"charles",115,20.7,-10,17,0.13,0.11,-0.16,-26,61,-157,20,610,-319,-122,-45.1,-51.4,21,0.11,-0.53,0.92,-183,-85,38,26,164,662,-148.5536556,-2.69321094,8.087469535,4,0.32,0.55,0.07,-1,-37,3,-501,348,-207,23.7,8.98,-74.8,5,-0.03,0.31,-0.25,-41,33,-11,-4,657,438,"A"
"5100",5100,"charles",115,20.7,-9.94,18,0.11,0.11,-0.16,-26,66,-161,16,607,-334,-122,-44.9,-51.4,21,0.18,-0.53,0.85,-186,-86,37,24,168,678,-129.9634934,-3.322888937,-26.90152122,3,0.14,0.47,0,-1,-29,-8,-488,354,-204,22.5,8.98,-74.6,4,-0.24,0.26,-0.34,-20,32,-5,8,658,448,"A"
"5101",5101,"charles",115,20.7,-9.92,18,0.08,0.1,-0.18,-28,63,-160,13,602,-328,-122,-44.8,-51.6,22,0.19,-0.53,0.77,-190,-86,35,26,174,649,-134.0801789,21.3280168,-8.476823406,2,-0.06,0.35,-0.02,5,-23,-2,-494,357,-217,21.2,8.24,-74.4,3,-0.21,0.19,-0.34,-8,28,-1,9,654,465,"A"
"5102",5102,"charles",115,20.7,-9.93,17,0.1,0.1,-0.15,-27,61,-156,17,603,-324,-122,-44.8,-51.6,21,0.21,-0.53,0.74,-188,-87,35,32,173,651,-110.2345014,37.62170338,-26.55416173,2,-0.11,0.29,0,7,-17,-5,-490,360,-213,20.6,7.85,-74.3,3,-0.14,0.21,-0.3,-11,25,0,15,647,456,"A"
"5106",5106,"charles",115,20.9,-10.2,18,0.02,0.11,-0.21,-26,63,-160,17,606,-318,-122,-45,-52.3,21,0.29,-0.59,0.71,-177,-87,42,29,157,662,-140.5647649,0,16.51486774,1,-0.29,0.08,-0.02,0,-6,1,-496,359,-202,18.2,6.36,-74.8,4,-0.18,0.11,-0.16,-13,35,0,18,655,465,"A"
"5107",5107,"charles",114,21,-10.6,17,0,0.14,-0.23,-23,63,-157,19,599,-309,-121,-45.2,-52.8,21,0.26,-0.56,0.82,-178,-84,45,22,149,664,-93.02740141,-27.0549763,56.39426414,1,-0.32,0.14,0.02,-2,-6,4,-501,364,-193,16.5,5.77,-75.7,5,-0.35,-0.05,-0.44,-33,31,-5,8,657,477,"A"
"5108",5108,"charles",114,21,-10.6,17,0.02,0.14,-0.2,-19,62,-157,11,601,-322,-121,-45.2,-52.9,21,0.24,-0.56,0.87,-178,-84,47,28,161,659,-114.9161562,-35.85653675,21.21464596,1,-0.35,0.11,0.02,-5,-13,3,-497,362,-192,15.8,5.71,-75.9,3,-0.37,0.06,-0.56,-17,23,1,6,655,483,"A"
"5109",5109,"charles",114,21.1,-11,18,0,0.14,-0.23,-27,67,-159,7,608,-320,-121,-45.3,-53.1,21,0.22,-0.56,0.89,-180,-81,42,30,161,659,-20.89065412,-54.50675432,97.83217097,1,-0.31,0.08,0.03,-5,-2,8,-501,357,-175,13,4.93,-76.2,1,-0.11,0.18,-0.46,-8,-1,9,7,658,504,"A"
"5111",5111,"charles",113,21,-11.8,17,0.06,0.14,-0.2,-20,63,-156,10,600,-315,-120,-44.8,-54,20,0.24,-0.47,0.77,-176,-82,42,30,168,655,9.857312232,-14.81618277,139.2434549,2,-0.39,0.1,0.21,-3,2,20,-511,345,-167,11.6,3.83,-77.1,2,0.11,-0.06,0.18,-9,16,-1,6,661,509,"A"
"5112",5112,"charles",113,20.8,-11.7,17,0.11,0.14,-0.18,-19,58,-151,15,608,-307,-119,-44.5,-54.9,20,0.27,-0.48,0.77,-177,-85,39,33,160,655,-35.65832404,-46.03666014,97.03527311,3,-0.32,0.05,0.23,-14,-11,26,-517,347,-157,11.6,4.87,-77.8,3,0.03,0.06,0.13,-21,17,-3,5,655,492,"A"
"5114",5114,"charles",113,20.7,-11.7,17,0.1,0.14,-0.16,-22,62,-152,12,614,-307,-118,-44.4,-55.5,20,0.29,-0.5,0.75,-177,-86,40,28,159,655,-16.37258385,-13.07686551,136.0514134,3,-0.34,0.14,0.38,-4,-5,30,-525,341,-158,11.6,5.19,-77.9,3,0,0.13,-0.03,-14,24,-8,3,657,492,"A"
"5115",5115,"charles",113,20.6,-11.7,17,0.11,0.13,-0.13,-20,61,-152,22,611,-303,-118,-44.3,-55.9,21,0.29,-0.51,0.77,-178,-85,43,23,162,655,-40.87518536,-28.19456707,106.4242153,3,-0.24,0.18,0.33,-7,-10,22,-515,343,-156,11.5,5.14,-78.1,3,-0.08,0.05,-0.07,-12,23,-7,8,657,495,"A"
"5116",5116,"charles",113,20.6,-11.6,17,0.11,0.11,-0.13,-21,66,-156,22,600,-316,-118,-44.3,-56.3,21,0.27,-0.53,0.79,-178,-84,45,28,177,662,-12.34044667,-12.34044667,139.5827281,3,-0.24,0.21,0.39,-4,-4,32,-518,338,-153,11.3,5,-78.3,3,-0.13,0.05,-0.07,-14,20,-5,0,660,489,"A"
"5117",5117,"charles",113,20.6,-11.6,17,0.1,0.11,-0.15,-24,61,-156,13,606,-308,-118,-44.3,-56.5,21,0.26,-0.53,0.8,-180,-84,45,34,164,653,-38.99508557,-15.26493284,114.8970956,4,-0.22,0.19,0.36,-6,-15,36,-517,342,-152,11,4.89,-78.4,3,-0.11,0.11,-0.07,-11,22,1,2,661,489,"A"
"5118",5118,"charles",114,20.6,-11.6,17,0.11,0.1,-0.11,-18,62,-152,10,608,-312,-117,-44.1,-57.2,20,0.26,-0.51,0.8,-177,-83,41,30,175,653,-52.49825068,-12.56296711,102.7894277,5,-0.11,0.13,0.31,-6,-24,41,-519,344,-171,10.9,4.67,-79.1,3,-0.06,0.03,0.03,-15,23,0,9,656,485,"A"
"5119",5119,"charles",114,22.1,-12.6,17,0.05,0.16,-0.2,-25,65,-155,19,601,-324,-76.9,-61.8,-83,31,0.18,-0.69,1.05,-296,-45,-70,-413,288,491,-150.4228163,-6.656816378,0,2,-0.37,0.03,0.07,-1,-15,0,-512,343,-163,15.4,12.8,-104,22,-0.19,0.1,-0.1,-181,115,-7,-373,737,509,"A"
"5121",5121,"charles",113,22.1,-12.9,18,0.03,0.13,-0.23,-27,68,-159,12,608,-327,-76.2,-62.4,-82.8,31,0.08,-0.63,1.02,-291,-46,-71,-413,303,486,-93.02740141,-10.71091788,62.85527607,2,-0.45,0.03,0.08,-2,-15,11,-525,344,-158,15,12.2,-104,21,-0.11,0.06,-0.11,-178,108,-9,-378,739,519,"A"
"5122",5122,"charles",113,22.2,-13.1,17,0.03,0.13,-0.21,-22,58,-153,25,609,-321,-76.2,-62.5,-82.6,32,0.13,-0.58,0.87,-299,-44,-70,-411,309,506,-41.67824656,-29.33465887,105.0098833,2,-0.43,-0.02,0.2,-5,-7,15,-526,330,-146,14.8,12,-104,21,-0.05,0.05,-0.1,-181,106,-10,-375,744,525,"A"
"5123",5123,"charles",113,22.2,-13.2,17,0.05,0.13,-0.2,-19,61,-155,14,608,-320,-76.3,-62.5,-82.5,32,0.13,-0.56,0.82,-301,-44,-73,-407,309,492,-37.62170338,-26.55416173,110.2345014,2,-0.48,-0.02,0.28,-5,-7,17,-528,334,-146,14.7,12,-105,21,-0.05,0.03,-0.1,-181,107,-11,-383,749,537,"A"
"5124",5124,"charles",113,22.1,-13.2,17,0.06,0.13,-0.18,-21,63,-155,13,606,-310,-76.4,-62.5,-82.5,32,0.14,-0.55,0.79,-301,-44,-70,-411,310,487,-52.30983274,-52.30983274,78.6264715,2,-0.53,0,0.33,-12,-12,17,-530,328,-142,14.7,12,-105,22,-0.03,0.03,-0.1,-182,107,-9,-378,748,534,"A"
"5125",5125,"charles",113,22.1,-13.4,17,0.08,0.14,-0.18,-17,61,-151,17,606,-323,-76.9,-62.4,-82.5,32,0.16,-0.56,0.74,-301,-47,-65,-399,309,502,-36.17582181,-43.15378301,99.09307103,3,-0.39,0.06,0.64,-13,-11,26,-533,324,-133,14.3,11.9,-105,21,-0.06,0.08,-0.11,-175,99,-13,-380,748,539,"A"
"5126",5126,"charles",113,22,-13.4,17,0.11,0.13,-0.15,-16,64,-154,20,600,-324,-77.1,-62.5,-82.5,32,0.14,-0.59,0.75,-303,-49,-62,-405,310,499,-37.41167568,-3.322888937,119.506005,3,-0.37,0.03,0.66,-1,-11,28,-536,322,-138,14.2,11.8,-105,20,-0.06,0.14,-0.1,-174,95,-10,-385,753,550,"A"
"5130",5130,"charles",113,21.7,-13.3,17,0.16,0.13,-0.1,-16,59,-157,22,611,-317,-75.1,-64.2,-81,32,0.02,-0.63,1.28,-306,-34,-72,-391,342,487,-67.44701065,-40.0959815,74.3031982,4,-0.27,0.22,0.44,-15,-24,26,-533,317,-152,14.7,11.1,-105,21,-0.1,0.08,-0.21,-169,113,-6,-366,751,545,"A"
"5131",5131,"charles",113,21.6,-13.2,17,0.16,0.11,-0.08,-17,62,-158,14,610,-318,-75.2,-64.3,-80.3,32,-0.05,-0.56,1.16,-303,-35,-73,-389,342,488,-62.86264896,-58.8802764,62.86264896,3,-0.18,0.29,0.39,-17,-18,18,-536,320,-157,14.5,11,-105,20,-0.1,0.06,-0.23,-169,108,-8,-366,753,550,"A"
"5133",5133,"charles",115,21.1,-11.6,18,0.14,0.1,-0.13,-25,63,-162,23,597,-329,-93.1,-58.9,-67.4,29,-0.35,-0.02,0.11,-279,-43,-30,-287,320,568,-3.512196972,-32.15449904,124.7200739,3,-0.14,0.26,-0.02,-9,-1,27,-528,329,-155,12.5,10.1,-105,20,-0.13,0.11,-0.28,-167,100,4,-379,768,591,"A"
"5136",5136,"charles",115,21.2,-11.4,18,0.06,0.1,-0.13,-24,64,-166,17,602,-323,-103,-54.5,-60.3,26,-0.56,-0.13,0.49,-250,-61,-19,-200,282,605,-47.14964657,-16.29414786,106.749631,3,-0.13,0.24,-0.05,-5,-14,27,-520,342,-142,11.5,9.4,-105,19,-0.03,0.19,-0.07,-164,91,8,-368,773,615,"A"
"5138",5138,"charles",115,21.3,-11.6,18,0.03,0.13,-0.2,-26,64,-162,14,601,-337,-109,-50,-54.7,25,-0.56,-0.06,0.64,-238,-32,5,-110,274,636,-57.69645484,-22.41047207,94.09567928,5,-0.08,0.14,-0.05,-11,-27,40,-521,336,-135,11.8,9.27,-104,19,0,0.34,-0.03,-168,90,7,-366,776,611,"A"
"5139",5139,"charles",115,21.3,-11.8,18,0.02,0.13,-0.21,-24,64,-164,15,600,-328,-111,-48.2,-52.8,25,-0.63,-0.06,0.38,-242,-14,20,-77,269,623,-46.8,-32.1,98.8,5,-0.03,0.16,-0.07,-14,-20,37,-517,341,-135,12,8.98,-104,20,-0.1,0.53,0,-182,67,10,-355,763,612,"A"
